PlantID,PlantName,PartnerName,ContractNumber,LocationName,SourceLatLong,Address,Status,DestBREPLatLong,DestBREPMiles,DestHWLatLong,DestHWMiles,DestFHLatLong,DestFHMiles
2,Brigg,BWSC Northern Fuels Ltd,BNFL BUFFER,16 FOSTERHOUSES CS,"53.625347,-1.011166","Sorrell Ln, Doncaster, South Yorkshire DN7 5LG, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,BWSC Northern Fuels Ltd,BNFL BUFFER,16 HEMSWELL CS,"53.407952,-0.575020","Unnamed Road, Gainsborough, Lincolnshire DN21 5TU, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,BWSC Northern Fuels Ltd,BNFL BUFFER,BREP CEREALSTRAW,"53.540867, -0.510699","Scawby Road, Scawby, Brigg, North Lincolnshire DN20 9LT, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,BWSC Northern Fuels Ltd,BNFL BUFFER,BREP MISCAN,"53.540867, -0.510699","Scawby Road, Scawby, Brigg, North Lincolnshire DN20 9LT, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,BWSC Northern Fuels Ltd,BNFL BUFFER,BREP OSR,"53.540867, -0.510699","Scawby Road, Scawby, Brigg, North Lincolnshire DN20 9LT, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,BWSC Northern Fuels Ltd,BNFL BUFFER,BREP WC-RECYCLED,"53.540867, -0.510699","Scawby Road, Scawby, Brigg, North Lincolnshire DN20 9LT, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,BWSC Northern Fuels Ltd,BNFL BUFFER,BREP WC-VIRGIN,"53.541085, -0.511254","Unnamed Road, Scawby, Brigg, North Lincolnshire DN20 9LT, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,BWSC Northern Fuels Ltd,BNFL BUFFER,SSS-FOSTERHOUSES-MIS,"53.625347,-1.011166","Sorrell Ln, Doncaster DN7 5LG, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,BWSC Northern Fuels Ltd,BNFL BUFFER,SSS-HEMSWELL-MIS,"53.407952,-0.575020","Unnamed Road, Gainsborough DN21 5TU, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,C O Yates,2-LT0186,2 COY1501 Swineshead,"52.96393,-0.18742",NULL,Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,C O Yates,2-LT0186,2COY1504 Royal,"52.999925 , -0.219995","East Heckington, Boston, Lincolnshire PE20 3QF, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,C O Yates,2-LT0186,2-COY1506 Huff Hill / Ollerton,"53.183667,-0.955444","Baulk Ln, Newark NG22, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,C O Yates,2-LT0186,2-COY1507 Northorpe,"53.461394,-0.670309","Unnamed Road, Gainsborough DN21, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,C O Yates,2-LT0186,COY1502 2COY1502 Asperton,"52.926663 , -0.129752","Asperton Rd, Swineshead, Boston, Lincolnshire PE20 2PT, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,C O Yates,2-LT0186,COY1503 2COY1503 Royal,"52.987735 , -0.227612","Unnamed Road, Boston, Lincolnshire PE20 3QF, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,C O Yates,2-LT0186,COY1505 2COY1505 Royal2,"52.976550,-0.558063","Willoughby Rd, Grantham, Lincolnshire NG32 3SN, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Cambridgeshire Straw Supplies Ltd,2-LT0166,2CSS1501 Twin Woods,"52.185043, -0.490124","Unnamed Road, Bedford, Bedford MK41, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Cambridgeshire Straw Supplies Ltd,2-LT0166,2CSS1502 Moor End,"52.212399,-0.525764","Moor End Ln, Bedford, Bedford MK43 7HY, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Cambridgeshire Straw Supplies Ltd,2-LT0166,2CSS1503 Colworth House,"52.237637, -0.576934","Back Ln, Bedford, Bedford MK44 1LH, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Cambridgeshire Straw Supplies Ltd,2-LT0166,2CSS1504 Knotting Green,"52.24034, -0.520042","Unnamed Road, Bedford, Bedford MK44, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Cambridgeshire Straw Supplies Ltd,2-LT0166,2CSS1505 Higham Farm,"52.267961,-0.562713","2 Higham Park Rd, Rushden, Northamptonshire NN10 0SL, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Cambridgeshire Straw Supplies Ltd,2-LT0166,2CSS1506 Brook Farm,"52.286466,-0.43822",NULL,Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Cambridgeshire Straw Supplies Ltd,2-LT0166,2CSS1507 Lodge Farm,"52.25365,-0.48833",NULL,Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Cambridgeshire Straw Supplies Ltd,2-LT0166,2CSS1508 Higney Grange,"52.436015,-0.223167","Unnamed Road, Peterborough, Cambridgeshire PE7 3QG, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Cambridgeshire Straw Supplies Ltd,2-LT0166,2CSS1509 Keeler Farm,"52.425325, -0.194734","Unnamed Road, Huntingdon, Cambridgeshire PE28, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Cambridgeshire Straw Supplies Ltd,2-LT0166,2CSS1510 Chillderly estate,"52.237435,-0.016934","3 Mill Yd, Dry Drayton, Cambridge, Cambridgeshire CB23 8BA, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Cambridgeshire Straw Supplies Ltd,2-LT0166,2CSS1511 Boxworth,"52.24278,-0.038016","Unnamed Road, Cambridge, Cambridgeshire CB23 4NJ, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Cambridgeshire Straw Supplies Ltd,2-LT0166,2CSS1512 Knapwell,"52.228184,-0.051424","Unnamed Road, Cambridge, Cambridgeshire CB23, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Cambridgeshire Straw Supplies Ltd,2-LT0166,2CSS1513 Wilson Orchard,"52.418173, -0.066806","Fenside Rd, Warboys, Huntingdon, Cambridgeshire PE28, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Cambridgeshire Straw Supplies Ltd,2-LT0166,2CSS1514 Salmons Farm,"52.366718, 0.152782","A G Reserves Ltd, Sutton Rd, Haddenham, Ely, Cambridgeshire CB6 3PT, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Cambridgeshire Straw Supplies Ltd,2-LT0166,2CSS1515 Wold Farm,"53.8785, -0.558391","The Cottage, Etton, Beverley, East Riding of Yorkshire HU17 7QA, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Cambridgeshire Straw Supplies Ltd,2-LT0166,2CSS1516 Top Farm,"52.474063, -0.243573","10 Station Rd, Holme, Peterborough, Cambridgeshire PE7 3PH, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Cambridgeshire Straw Supplies Ltd,2-LT0166,2CSS1517 TEBBITS,"52.517809,-0.178461","Straight Drove, Peterborough, Cambridgeshire PE7 3DL, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Cambridgeshire Straw Supplies Ltd,2-LT0166,2-CSS1519 2CSS1519 Bridge,"52.578372,-0.1242","Levitt's Drove, Peterborough PE6 0RL, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Cambridgeshire Straw Supplies Ltd,2-LT0166,2-CSS1602 Childerly,"52.237435, -0.016934","3 Mill Yd, Dry Drayton, Cambridge CB23 8BA, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Cambridgeshire Straw Supplies Ltd,2-LT0166,2-CSS1604 Salmon Farm,"52.366718, 0.152782","Sutton Rd, Haddenham, Ely CB6, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Cambridgeshire Straw Supplies Ltd,2-LT0166,2-CSS1605 Wilsons Orchard,"52.418173, -0.066806","Fenside Rd, Warboys, Huntingdon PE28, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Cambridgeshire Straw Supplies Ltd,2-LT0166,"2-CSS1613 Townend farm, Risley","52.248345, -0.480134","8 Lowsdon Ln, Bedford MK44 1SN, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Cambridgeshire Straw Supplies Ltd,2-LT0166,2-CSS1618 Oilmills Drove,"52.484075 ,-0.111721",,Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Cambridgeshire Straw Supplies Ltd,2-LT0166,CSS1511 2CSS1518 Grange Farm,"53.307930, -1.247573","Harthill, South Yorkshire, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Cameron Gill,2-LT0167,CVG1501 CG Delivered,NULL,N/A,Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Colley Contracting Ltd,2-LT0200,2-CLL1601 Delivered,"53.952260, -0.448683","Cranswick Industrial Estae, Beverley Road Cranswick, Hutton Cranswick, Driffield YO25 9QE, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Colley Contracting Ltd,2-ST0189,2CLL1501 WOLD FARM,"53.873204, -0.562385","Unnamed Road, York, East Riding of Yorkshire YO43 3LX, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,D & C Cockburn,2-LT0199,2-DCC1601 Delivered,"53.991574, -1.542993","Montpellier Hill, Harrogate HG2, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Flintham Grange Farms,2-LT0188,2-FGF1601 Rape,"52.999644, -0.879369","Belvoir House, Flintham, Newark NG23 5LU, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Flintham Grange Farms,2-LT0188,FGF1601 FLINTHAM GRANGE DELIVERED,"52.89779,-0.51204","Unnamed Road, Grantham, Lincolnshire NG33, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Flintham Grange Farms,2-ST0041,2FGF1502 WELLINGORE,"53.082847,-0.481474","Thompsons Bottom, Temple Bruer, Lincoln, Lincolnshire LN5 0DE, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Flintham Grange Farms,2-ST0041,2FGF1503 ROPSLEY,"52.897794, -0.512039","14 Humby Rd, Ropsley, Grantham, Lincolnshire NG33 4BD, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Flintham Grange Farms,2-ST0041,2FLI1501 MARLBOROUGH,"53.150208, -0.607886",NULL,Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,G & S Gilleard,2-MTS1191,2-GLD1601 Delivered,"53.615234, -1.005356","Wood Ln, Fishlake, Doncaster DN7 5JZ, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,G & S Gilleard,2-ST0178,2GSG1502,"53.66275, -0.99068","A614, Goole DN14, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Hopkinson Trade Sales,2-LT0090,2-HPK1601 Haddlington,"53.159227,-0.637138","Butts Ln, Lincoln LN5 9EF, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Hopkinson Trade Sales,2-LT0090,2-HPK1602 Bassingham Fen,"53.133068, -0.611376","Fen Ln, Bassingham, Lincoln LN5, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Hopkinson Trade Sales,2-LT0090,2ROB1501 STANDACRE,"53.126932, -0.611758","Standacre Ln, Bassingham, Lincoln, Lincolnshire LN5 9JG, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,J Fisher (Agri) Ltd,2-LT0042,2FHR1501 THE BARN,"53.788593, -0.875716","B1228, Goole, East Riding of Yorkshire DN14, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,J Fisher (Agri) Ltd,2-LT0042,2FHR1502 THE BARN,"53.786887, -0.87852","B1228, Goole, East Riding of Yorkshire DN14, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,J Fisher (Agri) Ltd,2-LT0042,2FHR1504 BEIGHTON,"53.801563, -0.926504","Clay Ln, Selby, East Riding of Yorkshire YO8 6DH, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,J Fisher (Agri) Ltd,2-LT0042,2-FHR1602 The Barn (to SSS),"53.787032, -0.878999","B1228, Goole DN14, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,J Fisher (Agri) Ltd,2-LT0043,2-FHR1601 The Barn,"53.787032, -0.878999","The Barn, Bubwith road, Howden, DN14 7NX",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,J H Allis & Son,2-LT0014,JHA1501 GRIMBELBY,"53.38653,0.10805",NULL,Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,J H Allis & Son,2-LT0014,JHA1502 WINDMILLS,"53.425157 , 0.089228","Fen Ln, Louth, Lincolnshire LN11 7LU, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,J H Allis & Son,2-LT0014,JHA1503 GRIMBELBY,"53.386529 , 0.108048","Grimoldby, Louth, Lincolnshire LN11 8TH, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,J N Wright and Son,2-MTS1181,2-JWS1601 South Lodge,"52.843554, -1.038733","Oak Farm House, Pen Ln, Nottingham NG12 5QF, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,J N Wright and Son,2-MTS1181,2-JWS1602 Jericho Lane,"52.915195, -0.856907","Jericho Ln, Nottingham NG13 0GS, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,J N Wright and Son,2-MTS1181,2-JWS1603 Hill Top farm,"52.866153, -0.732797","Hill Top Farm, Croxton Kerrial, Grantham, NG32 1QJ",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,J S and J Buckley,2-LT0173,2JSB1504 FROGHALL,"53.534396 , -0.452727","Unnamed Road, Market Rasen, North Lincolnshire LN7 6LF, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,J S and J Buckley,2-LT0173,2-JSB1601 Delivered,"53.566612, -0.397003","43 Queen's Rd, Barnetby DN38 6JH, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,J S and J Buckley,2-LT0173,2JSJ1503,"53.563891, -0.397712","Prospect House, Barnetby, North Lincolnshire DN38 6EL, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,K Lethbridge & Son,2-MTS1186,2-KLB1601 Holme Hill Farm,"53.462172, -0.460729","Holme Hill Farm, Waddingham Rd, Market Rasen LN7, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Kevin H Wendt,2-LT0088,2KHW1501Adjust,"53.542096, -0.511532","2 Brook Ln, Scawby, Brigg, North Lincolnshire DN20 9JZ, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Kevin H Wendt,2-LT0088,2-KHW1601 FOC Hemswell,"53.464325,-0.52913","1 Pyewipe Cottages S, Waddingham, Gainsborough DN21 4TF, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,M Afford Contractors Ltd,2-LT0105,2MAF1501 CRAINKBANK LANE,"53.325826, -0.785899","Craikbank Ln, Retford, Nottinghamshire DN22, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,M Afford Contractors Ltd,2-LT0105,2MAF1502 COTHAM,"53.04126, -0.812406","Unnamed Road, Newark, Nottinghamshire NG24 3RJ, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,M Afford Contractors Ltd,2-LT0105,2-MAF1601 Delivered,"53.234501, -0.713597","Thorney, Newark NG23 7DF, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,M Afford Contractors Ltd,2-LTS1193,2-MAF1602 Occupation Lane,"53.256117, -0.650953","Occupation Ln, Lincoln LN1 2NB, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,M Afford Contractors Ltd,2-LTS1193,2-MAF1603 Drisney Nook,"53.257859, -0.680232","A57, Lincoln LN1, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,M Afford Contractors Ltd,2-LTS1193,2-MAF1604 Saxilby Rd,"53.262244, -0.657083","2 Gainsborough Rd, Saxilby, Lincoln LN1, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Manco Energy Ltd,2-LT0015,2MAN1501 Yard,"53.819637, -0.624138","A1034, York, East Riding of Yorkshire YO43, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Mi-Game,2-LT0021,2MIG1501 WRAWBY,"53.579807, -0.49274","Unnamed Road, Broughton, Brigg, North Lincolnshire DN20 0BW, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Mi-Game,2-LT0021,2MIG1502 LUDFORD,"53.37055, -0.18543",NULL,Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Mi-Game,2-LT0021,2-MIG1601 Cherry Valley,"53.502519, -0.348637","Caistor, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Norfolk Straw Products,2-MTS1185,2NOR1502 MT,"52.683494,0.99216","Bunting & Son, Dereham, Norfolk NR20 3HB, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,P & L Forman and Sons,2-LT0198,2-PLF1601 Delivered,"53.277252, 0.127765","Greenfield Ln, Alford LN13 0ED, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,P.S.Waite,2-LT0051,2PSW1501,"53.625136, -1.01133","Sorrell Ln, Doncaster, South Yorkshire DN7 5LF, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,P.S.Waite,2-LT0051,2-PSW1601 Fosterhouses,"53.625012, -1.011339","Sorrell Ln, Doncaster DN7 5LF, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Paul Headley Transport,2-LT0026,2PAH1501 Racecourse,"53.939607, -1.362932","B1224, Wetherby, West Yorkshire LS22 5EG, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Paul Headley Transport,2-LT0026,2PAH1502 Bridge Inn,"53.989015, -1.399256","Unnamed Road, Wetherby, North Yorkshire LS22, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Paul Headley Transport,2-LT0026,2PAH1503 Chipchase Farm,"54.023307, -1.096883","Narrow Ln, York, York YO32 2RA, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Paul Headley Transport,2-LT0026,2PAH1509 Burton Fleming,"54.142988, -0.358969","Unnamed Road, Driffield, East Riding of Yorkshire YO25 3HP, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
2,Brigg,Paul Headley Transport,2-LT0026,2PAH1510 Walsall,"54.081764, -1.658355","Unnamed Road, Harrogate, North Yorkshire HG3, UK",Active,"53.540867, -0.510699",,"53.407952,-0.575020",,"53.625347,-1.011166",
